user_goal_id,user_goal,user_goal_url,expression,visits
39,foot pain,https://www.nhs.uk/conditions/foot-pain/,sore feet,6019
39,foot pain,https://www.nhs.uk/conditions/foot-pain/,pain in feet,4403
39,foot pain,https://www.nhs.uk/conditions/foot-pain/,sore foot,3490
39,foot pain,https://www.nhs.uk/conditions/foot-pain/,feet pain,3277
39,foot pain,https://www.nhs.uk/conditions/foot-pain/,painful foot,2316
39,foot pain,https://www.nhs.uk/conditions/foot-pain/,pains in feet,2126
39,foot pain,https://www.nhs.uk/conditions/foot-pain/,foot ache,2110
39,foot pain,https://www.nhs.uk/conditions/foot-pain/,my feet hurt,1365
39,foot pain,https://www.nhs.uk/conditions/foot-pain/,pain in my foot,1048
40,breast pain,https://www.nhs.uk/conditions/breast-pain/,breast pain,23086
40,breast pain,https://www.nhs.uk/conditions/breast-pain/,sore breasts,20459
40,breast pain,https://www.nhs.uk/conditions/breast-pain/,pain in breast,14382
40,breast pain,https://www.nhs.uk/conditions/breast-pain/,tender breasts,10115
40,breast pain,https://www.nhs.uk/conditions/breast-pain/,painful breasts,8273
40,breast pain,https://www.nhs.uk/conditions/breast-pain/,sore boobs,7592
40,breast pain,https://www.nhs.uk/conditions/breast-pain/,breast tenderness,3466
40,breast pain,https://www.nhs.uk/conditions/breast-pain/,tender breast,2791
40,breast pain,https://www.nhs.uk/conditions/breast-pain/,my boobs hurt,2037
40,breast pain,https://www.nhs.uk/conditions/breast-pain/,sore breast,2006
40,breast pain,https://www.nhs.uk/conditions/breast-pain/,breasts sore,1706
40,breast pain,https://www.nhs.uk/conditions/breast-pain/,boobs hurt,1518
40,breast pain,https://www.nhs.uk/conditions/breast-pain/,painful breast,1287
40,breast pain,https://www.nhs.uk/conditions/breast-pain/,pain in the breast,1040
41,arm pain,,arm pain,11007
41,arm pain,,pain in arm,5588
41,arm pain,,aching arms,3186
41,arm pain,,pains in arms,2461
41,arm pain,,arm ache,1741
41,arm pain,,pain in arms,1586
41,arm pain,,pain in the arm,1584
41,arm pain,,painful arm,1106
42,alzheimers symptoms,,alzheimers symptoms,4534
42,alzheimers symptoms,,signs of alzheimer's,3933
42,alzheimers symptoms,,symptoms of alzheimer's,3746
42,alzheimers symptoms,,alzheimer's symptoms,2614
42,alzheimers symptoms,,symptoms of alzheimer's disease,1392
42,alzheimers symptoms,,signs of alzheimer's uk,1139
45,lewy body,,lewy body,3727
45,lewy body,,lewy bodies,3404
45,lewy body,,louie body,361
45,lewy body,,lewys bodies,346
45,lewy body,,louie bodies,287
46,earache,https://www.nhs.uk/conditions/earache/,earache,48071
46,earache,https://www.nhs.uk/conditions/earache/,ear ache,18465
46,earache,https://www.nhs.uk/conditions/earache/,ear pain,17675
46,earache,https://www.nhs.uk/conditions/earache/,pain in ear,5535
46,earache,https://www.nhs.uk/conditions/earache/,sore ear,3403
46,earache,https://www.nhs.uk/conditions/earache/,painful ear,1916
46,earache,https://www.nhs.uk/conditions/earache/,sore ears,1661
48,alzheimers forum,,alzheimers forum,5939
48,alzheimers forum,,alzheimer's forum,4259
49,period pain,https://www.nhs.uk/conditions/period-pain/,period pain,21723
49,period pain,https://www.nhs.uk/conditions/period-pain/,dysmenorrhea,12130
49,period pain,https://www.nhs.uk/conditions/period-pain/,painful periods,5595
49,period pain,https://www.nhs.uk/conditions/period-pain/,period pains,3529
49,period pain,https://www.nhs.uk/conditions/period-pain/,menstrual cramps,2322
49,period pain,https://www.nhs.uk/conditions/period-pain/,menstrual pain,1001
50,what is alzheimer's,,what is alzheimer's,8081
50,what is alzheimer's,,what is alzheimer's disease,2694
50,what is alzheimer's,,what is alzheimer disease,1499
51,signs of dementia,https://www.nhs.uk/conditions/dementia/symptoms/,signs of dementia,29538
51,signs of dementia,https://www.nhs.uk/conditions/dementia/symptoms/,dementia symptoms,24910
51,signs of dementia,https://www.nhs.uk/conditions/dementia/symptoms/,symptoms of dementia,15645
51,signs of dementia,https://www.nhs.uk/conditions/dementia/symptoms/,dementia signs,6047
51,signs of dementia,https://www.nhs.uk/conditions/dementia/symptoms/,signs and symptoms of dementia,2034
51,signs of dementia,https://www.nhs.uk/conditions/dementia/symptoms/,dementia symptoms uk,1062
51,signs of dementia,https://www.nhs.uk/conditions/dementia/symptoms/,signs of dementia uk,830
51,signs of dementia,https://www.nhs.uk/conditions/dementia/symptoms/,what are the signs of dementia,711
51,signs of dementia,https://www.nhs.uk/conditions/dementia/symptoms/,symptoms of dementia uk,695
51,signs of dementia,https://www.nhs.uk/conditions/dementia/symptoms/,dementia signs and symptoms,618
51,signs of dementia,https://www.nhs.uk/conditions/dementia/symptoms/,what are the symptoms of dementia,462
51,signs of dementia,https://www.nhs.uk/conditions/dementia/symptoms/,symptoms for dementia,342
51,signs of dementia,https://www.nhs.uk/conditions/dementia/symptoms/,characteristics of dementia,286
51,signs of dementia,https://www.nhs.uk/conditions/dementia/symptoms/,what is the signs of dementia,225
51,signs of dementia,https://www.nhs.uk/conditions/dementia/symptoms/,dementia signs uk,208
51,signs of dementia,https://www.nhs.uk/conditions/dementia/symptoms/,what is dementia symptoms,195
51,signs of dementia,https://www.nhs.uk/conditions/dementia/symptoms/,signs dementia,173
51,signs of dementia,https://www.nhs.uk/conditions/dementia/symptoms/,signs and symtoms of dementia,166
51,signs of dementia,https://www.nhs.uk/conditions/dementia/symptoms/,sign you have dementia,136
52,muscle pain,,muscle pain,25789
52,muscle pain,,myalgia,14601
52,muscle pain,,muscle aches,4253
52,muscle pain,,muscular pain,4119
52,muscle pain,,sore muscles,3171
52,muscle pain,,muscle soreness,1236
52,muscle pain,,muscle pains,1182
52,muscle pain,,muscle ache,1086
53,toothache,https://www.nhs.uk/conditions/Toothache/,toothache,73275
53,toothache,https://www.nhs.uk/conditions/Toothache/,tooth pain,11063
53,toothache,https://www.nhs.uk/conditions/Toothache/,tooth ache,5911
53,toothache,https://www.nhs.uk/conditions/Toothache/,dental pain,2285
53,toothache,https://www.nhs.uk/conditions/Toothache/,teeth pain,2179
53,toothache,https://www.nhs.uk/conditions/Toothache/,toothache pain,1934
53,toothache,https://www.nhs.uk/conditions/Toothache/,sore teeth,1745
53,toothache,https://www.nhs.uk/conditions/Toothache/,sore tooth,1593
53,toothache,https://www.nhs.uk/conditions/Toothache/,teeth ache,1505
53,toothache,https://www.nhs.uk/conditions/Toothache/,teeth hurt,1104
54,eye pain,,eye pain,25219
54,eye pain,,sore eyes,8849
54,eye pain,,pain in eye,8495
54,eye pain,,sore eye,5298
54,eye pain,,eye ache,4868
54,eye pain,,pain in eyes,2644
54,eye pain,,pain in the eye,2533
54,eye pain,,painful eye,2452
54,eye pain,,eyes ache,1420
54,eye pain,,eyes hurt,1110
54,eye pain,,eye hurts,1004
55,groin pain,,groin pain,42718
55,groin pain,,pain in groin,11495
55,groin pain,,pain in the groin,5785
55,groin pain,,soreness in groin,1630
55,groin pain,,pains in groin,1026
56,kidney pain,,kidney pain,160109
56,kidney pain,,pain in kidneys,7595
56,kidney pain,,sore kidneys,3934
56,kidney pain,,kidneys pain,3452
56,kidney pain,,kidney ache,3323
56,kidney pain,,kidneys hurt,2319
56,kidney pain,,kidney pains,1672
56,kidney pain,,kidneys ache,1322
56,kidney pain,,renal pain,1035
57,weight,,weight,12033
57,weight,,body weight,4096
58,heart,,heart,362041
58,heart,,the heart,4042
58,heart,,human heart,3559
58,heart,,heart organ,1345
58,heart,,the human heart,1108
59,eyes,,eyes,13566
59,eyes,,eye,8432
59,eyes,,the eye,3453
59,eyes,,human eye,2986
62,bmi,,bmi,792608
62,bmi,,body mass index,52117
62,bmi,,bmi index,16716
62,bmi,,bmi uk,2357
63,blood pressure,,blood pressure,636573
63,blood pressure,,bp,9331
63,blood pressure,,blood pressure uk,6674
63,blood pressure,,bloodpressure,4469
63,blood pressure,,blood presure,2791
63,blood pressure,,blod pressure,1464
64,sex,,sex,432657
64,sex,,sexual intercourse,7363
64,sex,,having sex,5709
64,sex,,intercourse,3280
64,sex,,sexuality,2697
65,glasses,,glasses,276954
65,glasses,,spectacles,32441
65,glasses,,glasses uk,17660
65,glasses,,eye glasses,8510
65,glasses,,eyeglasses uk,3797
68,pregnancy week by week,https://www.nhs.uk/conditions/pregnancy-and-baby/pregnancy-week-by-week/,pregnancy week by week,68949
68,pregnancy week by week,https://www.nhs.uk/conditions/pregnancy-and-baby/pregnancy-week-by-week/,week by week pregnancy,18524
68,pregnancy week by week,https://www.nhs.uk/conditions/pregnancy-and-baby/pregnancy-week-by-week/,stages of pregnancy week by week,3569
68,pregnancy week by week,https://www.nhs.uk/conditions/pregnancy-and-baby/pregnancy-week-by-week/,pregnancy by week,2036
68,pregnancy week by week,https://www.nhs.uk/conditions/pregnancy-and-baby/pregnancy-week-by-week/,pregnancy development week by week,1558
68,pregnancy week by week,https://www.nhs.uk/conditions/pregnancy-and-baby/pregnancy-week-by-week/,pregnancy stages week by week,1496
68,pregnancy week by week,https://www.nhs.uk/conditions/pregnancy-and-baby/pregnancy-week-by-week/,pregnancy by weeks,1120
69,pregnancy test,https://www.nhs.uk/conditions/pregnancy-and-baby/pregnancy-test/,pregnancy test,48562
69,pregnancy test,https://www.nhs.uk/conditions/pregnancy-and-baby/pregnancy-test/,pregnancy tests,2886
69,pregnancy test,https://www.nhs.uk/conditions/pregnancy-and-baby/pregnancy-test/,am i pregnant test,2795
69,pregnancy test,https://www.nhs.uk/conditions/pregnancy-and-baby/pregnancy-test/,pregnancy test uk,1453
71,pregnancy trimesters,,pregnancy trimesters,5117
71,pregnancy trimesters,,trimester,3314
71,pregnancy trimesters,,trimesters of pregnancy,2660
71,pregnancy trimesters,,trimesters,1872
71,pregnancy trimesters,,pregnancy trimesters uk,1052
71,pregnancy trimesters,,trimesters of pregnancy uk,1051
72,skin cancer,,skin cancer,158674
72,skin cancer,,skin cancers,3651
73,pregnancy symptoms,https://www.nhs.uk/conditions/pregnancy-and-baby/signs-and-symptoms-pregnancy/,pregnancy symptoms,143378
73,pregnancy symptoms,https://www.nhs.uk/conditions/pregnancy-and-baby/signs-and-symptoms-pregnancy/,signs of pregnancy,67742
73,pregnancy symptoms,https://www.nhs.uk/conditions/pregnancy-and-baby/signs-and-symptoms-pregnancy/,symptoms of pregnancy,48311
73,pregnancy symptoms,https://www.nhs.uk/conditions/pregnancy-and-baby/signs-and-symptoms-pregnancy/,pregnancy signs,13332
73,pregnancy symptoms,https://www.nhs.uk/conditions/pregnancy-and-baby/signs-and-symptoms-pregnancy/,sign of pregnancy,4114
73,pregnancy symptoms,https://www.nhs.uk/conditions/pregnancy-and-baby/signs-and-symptoms-pregnancy/,pregnant symptoms,3035
73,pregnancy symptoms,https://www.nhs.uk/conditions/pregnancy-and-baby/signs-and-symptoms-pregnancy/,signs you are pregnant,2940
73,pregnancy symptoms,https://www.nhs.uk/conditions/pregnancy-and-baby/signs-and-symptoms-pregnancy/,signs your pregnant,2358
73,pregnancy symptoms,https://www.nhs.uk/conditions/pregnancy-and-baby/signs-and-symptoms-pregnancy/,signs and symptoms of pregnancy,1805
73,pregnancy symptoms,https://www.nhs.uk/conditions/pregnancy-and-baby/signs-and-symptoms-pregnancy/,signs of being pregnant,1527
73,pregnancy symptoms,https://www.nhs.uk/conditions/pregnancy-and-baby/signs-and-symptoms-pregnancy/,signs of conception,1339
73,pregnancy symptoms,https://www.nhs.uk/conditions/pregnancy-and-baby/signs-and-symptoms-pregnancy/,pregnancy symptom,1333
73,pregnancy symptoms,https://www.nhs.uk/conditions/pregnancy-and-baby/signs-and-symptoms-pregnancy/,symptoms of conception,1303
73,pregnancy symptoms,https://www.nhs.uk/conditions/pregnancy-and-baby/signs-and-symptoms-pregnancy/,symptoms of being pregnant,1065
75,nursing and midwifery council,,nursing and midwifery council,38783
75,nursing and midwifery council,,nursing midwifery council,5616
75,nursing and midwifery council,,nursing & midwifery council,1783
75,nursing and midwifery council,,the nursing and midwifery council,1586
75,nursing and midwifery council,,nurse and midwifery council,1339
75,nursing and midwifery council,,nursing and midwifery,1015
78,maternity leave,,maternity leave,22595
78,maternity leave,,maternity leave uk,11205
78,maternity leave,,uk maternity leave,1974
79,breast cancer,https://www.nhs.uk/conditions/breast-cancer/,breast cancer,79799
79,breast cancer,https://www.nhs.uk/conditions/breast-cancer/,breast cancer uk,11335
84,lung cancer,https://www.nhs.uk/conditions/lung-cancer/,lung cancer,103043
84,lung cancer,https://www.nhs.uk/conditions/lung-cancer/,lungs cancer,1106
85,sex during pregnancy,https://www.nhs.uk/conditions/pregnancy-and-baby/sex-in-pregnancy/,sex during pregnancy,11659
85,sex during pregnancy,https://www.nhs.uk/conditions/pregnancy-and-baby/sex-in-pregnancy/,pregnant sex,5862
85,sex during pregnancy,https://www.nhs.uk/conditions/pregnancy-and-baby/sex-in-pregnancy/,sex while pregnant,4816
85,sex during pregnancy,https://www.nhs.uk/conditions/pregnancy-and-baby/sex-in-pregnancy/,sex in pregnancy,2413
85,sex during pregnancy,https://www.nhs.uk/conditions/pregnancy-and-baby/sex-in-pregnancy/,pregnancy sex,2243
85,sex during pregnancy,https://www.nhs.uk/conditions/pregnancy-and-baby/sex-in-pregnancy/,having sex during pregnancy,1252
86,lymphoma,,lymphoma,188423
86,lymphoma,,lymphoma cancer,21323
86,lymphoma,,lymphatic cancer,7527
86,lymphoma,,lymph node cancer,5724
86,lymphoma,,lymph nodes cancer,4839
86,lymphoma,,cancer in lymph nodes,2599
86,lymphoma,,cancer of the lymph nodes,2567
86,lymphoma,,cancer lymph nodes,1989
86,lymphoma,,lymph gland cancer,1697
86,lymphoma,,lymph cancer,1682
86,lymphoma,,cancer of lymph nodes,1582
86,lymphoma,,lymphatic system cancer,1047
87,prostate cancer,https://www.nhs.uk/conditions/prostate-cancer/,prostate cancer,152892
87,prostate cancer,https://www.nhs.uk/conditions/prostate-cancer/,prostate cancer uk,12992
87,prostate cancer,https://www.nhs.uk/conditions/prostate-cancer/,prostrate cancer,4043
89,brain tumour,https://www.nhs.uk/conditions/brain-tumours/,brain tumour,65368
89,brain tumour,https://www.nhs.uk/conditions/brain-tumours/,brain tumor,16738
89,brain tumour,https://www.nhs.uk/conditions/brain-tumours/,brain tumours,4365
89,brain tumour,https://www.nhs.uk/conditions/brain-tumours/,brain tumors,1723
90,ovarian cancer,https://www.nhs.uk/conditions/ovarian-cancer/,ovarian cancer,123209
90,ovarian cancer,https://www.nhs.uk/conditions/ovarian-cancer/,ovary cancer,1806
90,ovarian cancer,https://www.nhs.uk/conditions/ovarian-cancer/,ovarian cancer uk,1078
91,discharge during pregnancy,https://www.nhs.uk/conditions/pregnancy-and-baby/vaginal-discharge-pregnant/,discharge during pregnancy,4527
91,discharge during pregnancy,https://www.nhs.uk/conditions/pregnancy-and-baby/vaginal-discharge-pregnant/,discharge in pregnancy,4352
91,discharge during pregnancy,https://www.nhs.uk/conditions/pregnancy-and-baby/vaginal-discharge-pregnant/,pregnancy discharge,3159
91,discharge during pregnancy,https://www.nhs.uk/conditions/pregnancy-and-baby/vaginal-discharge-pregnant/,vaginal discharge during pregnancy,1932
91,discharge during pregnancy,https://www.nhs.uk/conditions/pregnancy-and-baby/vaginal-discharge-pregnant/,discharge when pregnant,1615
91,discharge during pregnancy,https://www.nhs.uk/conditions/pregnancy-and-baby/vaginal-discharge-pregnant/,pregnant discharge,1003
92,bowel cancer,https://www.nhs.uk/conditions/bowel-cancer/,bowel cancer,116495
92,bowel cancer,https://www.nhs.uk/conditions/bowel-cancer/,colorectal cancer,10091
93,pancreatic cancer,https://www.nhs.uk/conditions/pancreatic-cancer/,pancreatic cancer,123959
93,pancreatic cancer,https://www.nhs.uk/conditions/pancreatic-cancer/,pancreatic cancer uk,11972
93,pancreatic cancer,https://www.nhs.uk/conditions/pancreatic-cancer/,pancreas cancer,2233
93,pancreatic cancer,https://www.nhs.uk/conditions/pancreatic-cancer/,cancer of the pancreas,2088
95,gestational diabetes,https://www.nhs.uk/conditions/gestational-diabetes/,gestational diabetes,35120
95,gestational diabetes,https://www.nhs.uk/conditions/gestational-diabetes/,diabetes in pregnancy,5606
95,gestational diabetes,https://www.nhs.uk/conditions/gestational-diabetes/,pregnancy diabetes,4077
95,gestational diabetes,https://www.nhs.uk/conditions/gestational-diabetes/,gestational diabetes uk,2122
98,leukemia,,leukemia,115473
98,leukemia,,leukaemia,17434
98,leukemia,,lukemia,1925
98,leukemia,,leukemia uk,1396
99,myeloma,,myeloma,120767
99,myeloma,,multiple myeloma,38219
99,myeloma,,myeloma uk,28685
99,myeloma,,myloma,7593
99,myeloma,,myeloma cancer,5705
99,myeloma,,blood cancer myeloma,1643
99,myeloma,,myeloma multiple,1496
101,cervical cancer,https://www.nhs.uk/conditions/cervical-cancer/,cervical cancer,75374
